file,patch,size_mb,games_est,deaths,spells,attacks,damage,items,n_champs,champs
batch_031.jsonl.gz,12_22,1974.0,28,0,69938,63282,621883,4278,109,aatrox|ahri|akali|anivia|annie|aphelios|ashe|bard|belveth|blitzcrank|brand|caitlyn|camille|cassiopeia|darius|diana|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jhin|jinx|kaisa|kalista|karma|kassadin|kayn|khazix|kindred|ksante|lillia|lucian|lux|malphite|maokai|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nidalee|nocturne|olaf|orianna|pantheon|poppy|pyke|rakan|reksai|rell|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shyvana|singed|sona|soraka|sylas|syndra|talon|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vex|vi|viego|viktor|vladimir|volibear|xayah|xinzhao|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zoe
batch_036.jsonl.gz,12_22,1250.8,14,0,43900,39162,372714,2489,80,aatrox|akali|anivia|aphelios|ashe|azir|bard|blitzcrank|caitlyn|camille|chogath|diana|draven|drmundo|ekko|ezreal|fiora|gangplank|gnar|graves|hecarim|irelia|ivern|janna|jayce|jhin|kaisa|karma|kassadin|kayn|kindred|ksante|leblanc|leesin|leona|lillia|lissandra|lucian|lulu|lux|malzahar|maokai|missfortune|monkeyking|nami|nautilus|nidalee|olaf|ornn|pantheon|poppy|pyke|rakan|rell|renekton|riven|rumble|ryze|sett|shen|sylas|syndra|talon|taric|teemo|thresh|tryndamere|twitch|udyr|varus|vayne|viego|viktor|vladimir|xerath|xinzhao|yasuo|yorick|yuumi|zed
batch_032.jsonl.gz,12_22,1941.3,24,0,66272,60894,597436,4234,101,aatrox|ahri|akali|akshan|amumu|anivia|aphelios|ashe|azir|bard|belveth|blitzcrank|brand|caitlyn|camille|darius|diana|draven|ekko|elise|evelynn|ezreal|fiora|galio|gangplank|gnar|graves|gwen|hecarim|heimerdinger|irelia|janna|jax|jayce|jhin|jinx|kaisa|karma|kayn|khazix|kled|kogmaw|ksante|leblanc|leesin|leona|lillia|lissandra|lucian|lulu|lux|maokai|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nilah|nocturne|nunu|ornn|rakan|renata|renekton|samira|sejuani|seraphine|sett|shen|shyvana|sona|swain|sylas|syndra|taliyah|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|vayne|velkoz|vi|viego|viktor|vladimir|volibear|xayah|xerath|yasuo|yone|yuumi|zac|zed|ziggs|zilean
batch_039.jsonl.gz,12_22,1063.9,13,0,35035,32401,327850,2355,75,ahri|akali|ashe|bard|blitzcrank|caitlyn|camille|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|gangplank|garen|graves|gwen|hecarim|heimerdinger|irelia|jarvaniv|jhin|kaisa|karma|katarina|kayn|khazix|kled|ksante|leesin|lissandra|lucian|lulu|missfortune|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|olaf|ornn|poppy|pyke|rakan|rammus|reksai|renata|renekton|rengar|riven|ryze|sett|singed|soraka|swain|sylas|teemo|tryndamere|twitch|varus|vex|viego|viktor|vladimir|xayah|yone|zac|zed|ziggs|zoe
batch_034.jsonl.gz,12_22,1946.8,24,0,65253,59768,605364,4045,108,aatrox|ahri|akali|akshan|alistar|anivia|aphelios|ashe|bard|belveth|blitzcrank|brand|braum|caitlyn|camille|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|galio|gangplank|gnar|graves|hecarim|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jhin|kaisa|karma|karthus|kassadin|katarina|kayn|khazix|kindred|kogmaw|ksante|leblanc|leona|lissandra|lucian|lux|maokai|masteryi|missfortune|mordekaiser|morgana|nami|nautilus|neeko|nilah|ornn|pantheon|pyke|quinn|reksai|rell|renata|renekton|rengar|riven|rumble|sejuani|senna|shaco|shyvana|singed|sivir|skarner|sylas|syndra|talon|teemo|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|veigar|vi|viego|viktor|vladimir|volibear|xayah|xerath|xinzhao|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zoe|zyra
batch_035.jsonl.gz,12_22,1904.9,26,0,64503,57187,579406,3983,106,aatrox|ahri|akali|alistar|amumu|anivia|aphelios|bard|blitzcrank|brand|caitlyn|camille|cassiopeia|darius|diana|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|gangplank|graves|gwen|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kindred|kogmaw|ksante|leblanc|leesin|leona|lillia|lucian|lulu|malphite|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nasus|nautilus|neeko|nidalee|nilah|pyke|qiyana|rakan|reksai|renekton|rengar|riven|rumble|ryze|samira|sejuani|seraphine|singed|sivir|soraka|sylas|syndra|tahmkench|taliyah|talon|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|vayne|vex|viktor|vladimir|warwick|xayah|xinzhao|yasuo|yorick|yuumi|zed|ziggs|zoe|zyra
batch_037.jsonl.gz,12_22,1953.8,25,0,70276,62815,599386,4149,94,aatrox|ahri|akali|alistar|anivia|aphelios|ashe|azir|bard|blitzcrank|caitlyn|camille|chogath|darius|diana|draven|drmundo|ekko|ezreal|fiora|fizz|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|kaisa|karma|kassadin|katarina|kayn|khazix|kogmaw|ksante|leblanc|leesin|leona|lillia|lissandra|lucian|lulu|lux|malzahar|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|pyke|reksai|rell|renata|rengar|riven|rumble|ryze|sejuani|senna|sett|shaco|shen|singed|sylas|syndra|tahmkench|taliyah|talon|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|vayne|vex|vi|viego|viktor|xerath|xinzhao|yone|yorick|zac|zed
batch_042.jsonl.gz,12_22,1469.2,17,0,47294,45012,440553,2927,86,aatrox|ahri|akali|akshan|amumu|aphelios|ashe|azir|bard|belveth|blitzcrank|brand|caitlyn|camille|cassiopeia|darius|diana|draven|ekko|ezreal|fiddlesticks|fiora|galio|gangplank|garen|gnar|graves|hecarim|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jayce|kaisa|karma|karthus|katarina|kayn|kindred|kled|leesin|lillia|lucian|lulu|lux|masteryi|monkeyking|mordekaiser|nami|nasus|nautilus|neeko|nunu|pyke|qiyana|rell|renekton|rengar|riven|rumble|senna|seraphine|singed|sona|soraka|swain|sylas|syndra|thresh|tryndamere|twitch|udyr|varus|vayne|viktor|vladimir|xayah|yasuo|yone|yorick|zac|zed|zoe|zyra
batch_038.jsonl.gz,12_22,1950.8,25,0,67915,61051,589814,3969,103,aatrox|ahri|akali|amumu|anivia|aphelios|bard|brand|caitlyn|camille|chogath|darius|diana|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|garen|gnar|graves|gwen|hecarim|heimerdinger|illaoi|ivern|janna|jarvaniv|jayce|jhin|kaisa|karma|karthus|kassadin|katarina|khazix|kled|kogmaw|ksante|leesin|lillia|lucian|lulu|lux|monkeyking|mordekaiser|nami|nasus|nautilus|neeko|nidalee|nocturne|nunu|pyke|qiyana|quinn|rakan|reksai|rell|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|sett|shaco|shen|singed|sion|soraka|swain|sylas|syndra|tahmkench|talon|teemo|thresh|tristana|tryndamere|twistedfate|twitch|varus|vayne|veigar|vi|viktor|vladimir|xayah|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zilean
batch_040.jsonl.gz,12_22,1905.6,24,0,63516,58521,592043,4019,105,aatrox|ahri|akali|akshan|aphelios|ashe|bard|belveth|blitzcrank|caitlyn|camille|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jayce|jhin|jinx|kaisa|karma|kassadin|katarina|kayn|kennen|khazix|ksante|leblanc|leesin|lillia|lucian|lux|malphite|maokai|masteryi|mordekaiser|nami|nautilus|nidalee|nocturne|olaf|ornn|poppy|pyke|quinn|rakan|rell|renekton|riven|ryze|sejuani|senna|seraphine|sett|shaco|shen|shyvana|singed|sivir|soraka|swain|sylas|syndra|tahmkench|taliyah|talon|teemo|thresh|tristana|trundle|twistedfate|twitch|udyr|varus|vayne|veigar|vex|vi|viego|vladimir|warwick|xayah|xinzhao|yasuo|yone|yorick|zed|ziggs|zilean|zoe
batch_041.jsonl.gz,12_22,1955.1,22,0,65027,58721,587297,3944,100,aatrox|akali|akshan|alistar|anivia|aphelios|ashe|blitzcrank|braum|caitlyn|camille|cassiopeia|darius|diana|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|gangplank|garen|gnar|gragas|graves|gwen|hecarim|heimerdinger|irelia|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|kassadin|kayn|kennen|khazix|kindred|ksante|leesin|lillia|lucian|lux|malzahar|maokai|masteryi|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|orianna|poppy|pyke|qiyana|reksai|rell|renekton|riven|rumble|ryze|sejuani|senna|seraphine|sett|shen|singed|sivir|sona|soraka|swain|sylas|syndra|taliyah|talon|thresh|tryndamere|twitch|udyr|varus|vayne|veigar|vex|viego|viktor|xayah|yasuo|yone|yorick|yuumi|zac|zed|zilean|zoe
batch_045.jsonl.gz,12_22,1239.4,14,0,43554,37353,374774,2526,85,alistar|anivia|aphelios|ashe|azir|bard|blitzcrank|caitlyn|camille|darius|draven|ekko|ezreal|fiora|fizz|galio|gangplank|gnar|graves|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jhin|kaisa|karma|kayn|khazix|kindred|kled|ksante|lissandra|lucian|lux|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nocturne|nunu|olaf|ornn|pantheon|poppy|pyke|rakan|rell|renata|riven|rumble|samira|sejuani|senna|shen|singed|sivir|sona|soraka|sylas|syndra|taliyah|thresh|trundle|tryndamere|twitch|udyr|varus|vayne|viego|viktor|vladimir|volibear|xayah|xerath|yasuo|zac|zed|zilean|zoe
batch_043.jsonl.gz,12_22,1925.4,26,0,67233,59600,588248,4083,116,aatrox|ahri|akali|amumu|anivia|annie|ashe|aurelionsol|bard|blitzcrank|brand|caitlyn|camille|darius|diana|draven|ekko|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|kalista|karma|kennen|khazix|kindred|ksante|leblanc|leesin|leona|lillia|lucian|lulu|lux|malphite|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|neeko|nidalee|nilah|nocturne|ornn|pantheon|poppy|pyke|qiyana|rakan|rell|renata|rengar|riven|rumble|ryze|samira|senna|sett|shaco|shen|shyvana|sion|sivir|sona|soraka|swain|sylas|syndra|talon|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|vayne|velkoz|vex|vi|viego|viktor|vladimir|xayah|xerath|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zilean|zoe|zyra
batch_044.jsonl.gz,12_22,1946.4,24,0,64322,60158,593509,4155,104,aatrox|ahri|akali|amumu|anivia|aphelios|ashe|aurelionsol|bard|blitzcrank|caitlyn|camille|cassiopeia|chogath|corki|darius|diana|draven|drmundo|ekko|ezreal|fiora|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kindred|ksante|leblanc|leesin|leona|lucian|lulu|lux|malzahar|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nocturne|nunu|ornn|poppy|pyke|rakan|rell|renata|renekton|rengar|riven|rumble|samira|sejuani|senna|seraphine|sett|shen|singed|sion|soraka|sylas|syndra|taliyah|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|viego|viktor|vladimir|xayah|xerath|xinzhao|yone|yorick|zac|zed|ziggs|zoe
batch_048.jsonl.gz,12_22,1038.5,11,0,34622,32087,312498,2081,69,aatrox|ahri|akali|anivia|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|ezreal|fiora|galio|gangplank|graves|hecarim|heimerdinger|janna|jax|jayce|jhin|kaisa|karma|kassadin|kayn|kennen|khazix|kindred|ksante|lillia|lissandra|lucian|lux|missfortune|monkeyking|nami|nasus|neeko|nocturne|pyke|qiyana|rakan|reksai|renata|renekton|riven|rumble|shaco|shen|singed|sivir|sona|soraka|sylas|syndra|teemo|tristana|twitch|udyr|varus|veigar|vex|vladimir|xayah|xinzhao|yuumi|zac
batch_046.jsonl.gz,12_22,1968.1,27,0,68823,61346,621611,4303,111,aatrox|ahri|akshan|alistar|anivia|annie|aphelios|ashe|azir|bard|belveth|blitzcrank|braum|caitlyn|camille|cassiopeia|corki|darius|diana|draven|ekko|evelynn|ezreal|fiddlesticks|fiora|galio|garen|gnar|gragas|graves|hecarim|heimerdinger|irelia|ivern|janna|jayce|jhin|kaisa|kalista|karma|kassadin|katarina|khazix|kindred|kled|kogmaw|ksante|leblanc|leesin|leona|lillia|lucian|lulu|lux|malphite|maokai|monkeyking|mordekaiser|nami|nautilus|nidalee|nocturne|ornn|pantheon|pyke|rammus|reksai|rell|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|shen|singed|sion|sivir|sona|soraka|swain|sylas|syndra|taliyah|talon|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|vayne|velkoz|vex|viego|viktor|xayah|xerath|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zyra
batch_047.jsonl.gz,12_22,1984.7,26,0,67946,60619,623938,4406,112,aatrox|ahri|akali|alistar|amumu|anivia|aphelios|ashe|azir|bard|belveth|blitzcrank|brand|caitlyn|camille|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gnar|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayn|khazix|kindred|ksante|leona|lillia|lissandra|lucian|lulu|lux|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nasus|nautilus|nidalee|nilah|nocturne|ornn|pantheon|pyke|qiyana|reksai|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|shen|shyvana|singed|sivir|soraka|swain|sylas|syndra|taliyah|talon|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|veigar|velkoz|vex|vi|viego|viktor|vladimir|xerath|xinzhao|yasuo|yone|yuumi|zac|zed|ziggs
batch_051.jsonl.gz,12_22,1412.9,16,0,49251,43374,425482,2971,87,aatrox|akali|amumu|aphelios|ashe|azir|bard|blitzcrank|braum|caitlyn|camille|chogath|darius|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|gangplank|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|kayn|khazix|kindred|kled|ksante|leesin|leona|lucian|lulu|lux|malphite|mordekaiser|nautilus|neeko|pantheon|pyke|qiyana|rakan|renekton|riven|rumble|samira|sejuani|senna|seraphine|shaco|shen|sivir|swain|sylas|talon|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|varus|vayne|vex|viktor|vladimir|volibear|xayah|xerath|yasuo|yone|zed|ziggs|zyra
batch_054.jsonl.gz,12_22,1166.6,13,0,41530,34993,355141,2470,81,aatrox|akali|alistar|aphelios|azir|brand|braum|caitlyn|camille|corki|darius|diana|draven|fiora|galio|garen|gnar|graves|gwen|hecarim|heimerdinger|irelia|jax|jayce|jhin|kaisa|kalista|karma|kassadin|katarina|kayn|khazix|ksante|leblanc|leesin|leona|lillia|lucian|lux|maokai|missfortune|monkeyking|mordekaiser|nami|nautilus|neeko|nidalee|nilah|orianna|qiyana|reksai|renata|riven|rumble|samira|sejuani|senna|shen|singed|soraka|swain|sylas|syndra|tahmkench|trundle|tryndamere|varus|vayne|velkoz|viego|viktor|vladimir|xayah|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zoe
batch_049.jsonl.gz,12_22,1993.6,22,0,69104,59285,603297,3980,101,aatrox|ahri|akali|amumu|anivia|aphelios|azir|bard|blitzcrank|braum|caitlyn|camille|cassiopeia|darius|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|galio|gangplank|graves|gwen|hecarim|heimerdinger|janna|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kled|ksante|leesin|lillia|lissandra|lucian|lulu|masteryi|monkeyking|nilah|nocturne|olaf|orianna|ornn|poppy|pyke|qiyana|rakan|rell|renekton|rengar|riven|rumble|samira|sejuani|senna|seraphine|shen|singed|sion|sivir|sona|soraka|sylas|syndra|talon|taric|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|vayne|vex|viego|viktor|vladimir|volibear|warwick|xayah|yasuo|yone|yuumi|zac|zed|zeri|zilean|zoe|zyra
batch_050.jsonl.gz,12_22,1975.5,25,0,64201,60020,607562,3955,107,aatrox|ahri|akali|akshan|alistar|amumu|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|cassiopeia|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|garen|gnar|graves|gwen|heimerdinger|illaoi|irelia|ivern|janna|jax|jhin|kaisa|kalista|karma|kassadin|kayle|kennen|khazix|kled|ksante|leesin|leona|lillia|lucian|lux|malzahar|maokai|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nidalee|nilah|nunu|olaf|renata|rengar|riven|rumble|ryze|samira|sejuani|senna|sett|shaco|shyvana|singed|sivir|sona|soraka|swain|sylas|syndra|tahmkench|taliyah|talon|teemo|thresh|trundle|tryndamere|twistedfate|twitch|udyr|varus|vayne|vex|viego|viktor|vladimir|warwick|xayah|yasuo|yone|yorick|yuumi|zac|zed|zeri|ziggs|zilean|zoe|zyra
batch_052.jsonl.gz,12_22,1950.5,25,0,65223,58766,600782,4165,107,aatrox|ahri|akali|akshan|amumu|aphelios|ashe|azir|bard|brand|caitlyn|camille|chogath|corki|darius|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|gangplank|graves|hecarim|heimerdinger|irelia|ivern|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|karthus|katarina|kayle|kayn|kennen|khazix|kindred|kled|ksante|leblanc|leesin|leona|lillia|lucian|lulu|lux|masteryi|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|nilah|nocturne|ornn|pantheon|poppy|pyke|rakan|rell|renata|rengar|riven|rumble|ryze|samira|sejuani|senna|sett|shen|shyvana|sivir|sona|soraka|swain|sylas|syndra|tahmkench|talon|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vex|vi|viego|viktor|vladimir|xayah|xerath|yasuo|yone|yuumi|zac|zed|zilean|zyra
batch_053.jsonl.gz,12_22,1938.0,25,0,66282,59684,596255,3997,104,aatrox|ahri|akali|akshan|aphelios|ashe|bard|brand|caitlyn|camille|darius|diana|draven|ekko|elise|evelynn|ezreal|fiora|galio|gangplank|garen|graves|gwen|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|karthus|katarina|kayle|kayn|khazix|kindred|kled|kogmaw|ksante|leesin|lillia|lucian|lulu|lux|maokai|masteryi|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|nilah|ornn|pantheon|poppy|pyke|rakan|rammus|renata|renekton|rengar|riven|rumble|samira|senna|seraphine|singed|sona|soraka|swain|sylas|syndra|talon|teemo|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|vayne|viego|viktor|vladimir|volibear|xayah|xerath|yasuo|yone|yorick|yuumi|zac|zed|zeri|ziggs|zilean|zoe|zyra
batch_057.jsonl.gz,12_22,1336.9,16,0,44262,40517,407337,2709,87,aatrox|akali|akshan|alistar|amumu|aphelios|ashe|azir|brand|caitlyn|camille|cassiopeia|diana|draven|drmundo|ekko|ezreal|fiddlesticks|fiora|gangplank|garen|gragas|gwen|hecarim|illaoi|irelia|ivern|janna|jax|jhin|jinx|kaisa|karma|katarina|kennen|khazix|kindred|kled|ksante|leesin|leona|lillia|lucian|lulu|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nasus|ornn|pyke|qiyana|rammus|reksai|rell|renekton|rengar|riven|ryze|samira|sejuani|senna|seraphine|soraka|swain|sylas|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vi|viktor|vladimir|warwick|xerath|yasuo|yone|zac|zed|ziggs|zoe
batch_055.jsonl.gz,12_22,1934.8,24,0,66296,59440,596368,4082,92,aatrox|ahri|akali|amumu|aphelios|ashe|aurelionsol|azir|caitlyn|camille|diana|draven|ekko|evelynn|ezreal|fiora|gangplank|garen|gnar|gragas|graves|gwen|hecarim|heimerdinger|irelia|jarvaniv|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayle|kayn|kennen|khazix|kindred|kled|ksante|leesin|lillia|lucian|lulu|lux|masteryi|missfortune|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|nilah|ornn|pyke|qiyana|rakan|rell|renata|renekton|rengar|rumble|ryze|samira|sejuani|singed|sivir|soraka|swain|sylas|syndra|teemo|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|vex|viego|vladimir|xayah|xerath|xinzhao|yone|yuumi|zed|ziggs|zilean|zoe
batch_056.jsonl.gz,12_22,1998.5,24,0,66284,59280,602575,4037,98,ahri|akali|alistar|amumu|aphelios|ashe|azir|caitlyn|camille|darius|diana|draven|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|garen|gnar|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|kassadin|katarina|kayn|kennen|khazix|kindred|ksante|leesin|lillia|lucian|lulu|lux|malphite|malzahar|masteryi|missfortune|morgana|nami|nasus|nautilus|ornn|pantheon|pyke|qiyana|rell|renekton|rengar|riven|ryze|samira|seraphine|sett|shen|singed|sivir|soraka|swain|sylas|syndra|tahmkench|taliyah|teemo|thresh|trundle|tryndamere|twitch|udyr|varus|vayne|vex|viktor|vladimir|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zilean|zyra
batch_060.jsonl.gz,12_22,1297.0,15,0,45056,39298,386891,2778,81,aatrox|ahri|akali|alistar|amumu|anivia|aphelios|azir|bard|blitzcrank|caitlyn|camille|corki|darius|diana|draven|ekko|elise|evelynn|ezreal|fiora|fizz|galio|gangplank|graves|hecarim|heimerdinger|irelia|jax|jayce|jhin|jinx|kaisa|karma|kassadin|kayn|kennen|khazix|kindred|ksante|leesin|lucian|lulu|lux|maokai|monkeyking|mordekaiser|nasus|nidalee|nunu|olaf|pyke|qiyana|rakan|renata|rengar|riven|rumble|samira|sejuani|sett|shaco|soraka|swain|sylas|syndra|talon|teemo|thresh|tristana|trundle|twitch|varus|vex|viego|yasuo|yone|yuumi|zac|zed|ziggs
batch_058.jsonl.gz,12_22,1865.5,25,0,64025,58103,575257,3951,111,aatrox|ahri|akali|alistar|amumu|anivia|aphelios|ashe|belveth|blitzcrank|braum|caitlyn|camille|cassiopeia|corki|darius|diana|draven|drmundo|ekko|evelynn|ezreal|fiora|gangplank|gnar|graves|gwen|hecarim|heimerdinger|irelia|ivern|jarvaniv|jax|jayce|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kindred|ksante|leblanc|leona|lillia|lucian|lulu|malphite|maokai|masteryi|missfortune|mordekaiser|nami|nasus|nautilus|nilah|nunu|orianna|pyke|rakan|reksai|rell|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shaco|shen|skarner|sona|soraka|swain|sylas|syndra|taliyah|talon|taric|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|vayne|vi|viego|viktor|warwick|xayah|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zoe
batch_063.jsonl.gz,12_22,1049.8,13,0,34539,32614,330296,2179,73,aatrox|ahri|akali|akshan|amumu|aphelios|ashe|blitzcrank|caitlyn|camille|draven|drmundo|ekko|elise|ezreal|fiora|galio|gangplank|gragas|graves|hecarim|irelia|ivern|janna|jarvaniv|jax|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kennen|khazix|kindred|leblanc|lillia|lucian|lulu|monkeyking|mordekaiser|morgana|nami|nasus|nautilus|neeko|nilah|olaf|orianna|pyke|qiyana|rakan|renata|renekton|rengar|rumble|sett|singed|soraka|swain|sylas|syndra|taric|teemo|thresh|tryndamere|twitch|varus|vayne|xayah|yone|zed
batch_059.jsonl.gz,12_22,1905.3,23,0,69227,59619,580204,4106,92,aatrox|anivia|aphelios|ashe|azir|caitlyn|camille|cassiopeia|corki|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiora|fizz|gangplank|garen|gnar|graves|gwen|hecarim|heimerdinger|irelia|janna|jarvaniv|jayce|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kindred|ksante|leesin|lillia|lucian|lulu|lux|missfortune|monkeyking|mordekaiser|nami|nasus|nautilus|nidalee|nilah|poppy|pyke|qiyana|rakan|rell|renata|rengar|riven|ryze|sejuani|senna|seraphine|sett|soraka|sylas|syndra|talon|taric|teemo|thresh|trundle|tryndamere|twitch|udyr|varus|vayne|vi|viego|viktor|xayah|yasuo|yone|yuumi|zac|zed|ziggs|zilean
batch_061.jsonl.gz,12_22,1956.3,27,0,67052,61830,598206,4357,106,aatrox|ahri|akali|amumu|anivia|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|corki|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|graves|gwen|hecarim|heimerdinger|illaoi|irelia|jax|jayce|jhin|kaisa|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kindred|ksante|leesin|leona|lucian|lulu|maokai|monkeyking|morgana|nami|nasus|nautilus|nidalee|nilah|olaf|ornn|pantheon|pyke|qiyana|rakan|reksai|renata|renekton|rengar|rumble|ryze|samira|sejuani|seraphine|sett|singed|sivir|sona|soraka|swain|sylas|syndra|tahmkench|talon|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|varus|vayne|vex|vi|viego|viktor|volibear|warwick|xayah|yasuo|yone|yuumi|zac|zed|ziggs|zilean
