file,patch,size_mb,games_est,deaths,spells,attacks,damage,items,n_champs,champs
batch_094.jsonl.gz,12_22,1908.0,28,0,65697,59929,598081,4257,109,aatrox|ahri|akali|amumu|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|darius|draven|drmundo|ekko|elise|ezreal|fiora|gangplank|garen|graves|gwen|hecarim|heimerdinger|illaoi|irelia|janna|jarvaniv|jax|jhin|jinx|kaisa|karma|karthus|katarina|kayn|kennen|khazix|kindred|ksante|leesin|leona|lillia|lucian|lulu|lux|malphite|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|ornn|pantheon|pyke|qiyana|quinn|rakan|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shaco|sivir|skarner|sona|soraka|sylas|syndra|tahmkench|taliyah|talon|taric|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|veigar|vex|vi|viego|viktor|vladimir|xayah|yasuo|yone|yorick|yuumi|zac|zed|ziggs|zilean|zoe|zyra
batch_095.jsonl.gz,12_22,1965.1,25,0,68603,61645,613341,4110,98,aatrox|akali|amumu|aphelios|ashe|belveth|blitzcrank|brand|caitlyn|camille|corki|darius|drmundo|ekko|elise|evelynn|ezreal|fiora|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jayce|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayn|kennen|khazix|ksante|leesin|leona|lucian|lulu|lux|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|pyke|qiyana|rakan|rammus|rell|renata|renekton|rengar|riven|samira|sejuani|senna|seraphine|sett|singed|sivir|skarner|sona|soraka|sylas|syndra|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|veigar|vex|viego|viktor|vladimir|xayah|xinzhao|yasuo|yone|yuumi|zac|zed|zilean|zyra
batch_099.jsonl.gz,12_22,1312.8,15,0,46125,41722,402798,2677,78,aatrox|akali|amumu|aphelios|ashe|azir|bard|belveth|caitlyn|camille|cassiopeia|darius|ekko|elise|ezreal|fiddlesticks|fiora|fizz|gangplank|graves|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jax|jhin|jinx|kaisa|karma|kassadin|kayn|kennen|khazix|kled|leesin|lillia|lissandra|lucian|lulu|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nilah|nocturne|pantheon|pyke|rakan|rell|renata|renekton|riven|rumble|sejuani|seraphine|sylas|syndra|talon|thresh|trundle|twitch|udyr|varus|vayne|vi|viego|vladimir|volibear|xayah|yasuo|yuumi|zed|zilean
batch_102.jsonl.gz,12_22,1127.9,14,0,39056,35640,341526,2328,79,ahri|akali|akshan|aphelios|ashe|aurelionsol|blitzcrank|caitlyn|camille|cassiopeia|darius|draven|ezreal|fiddlesticks|fiora|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|jayce|kaisa|kalista|karma|karthus|katarina|kayn|kennen|khazix|kindred|ksante|leesin|lucian|lulu|lux|missfortune|monkeyking|mordekaiser|morgana|nami|nasus|nautilus|nidalee|orianna|pantheon|pyke|qiyana|rakan|renekton|riven|ryze|senna|sett|shen|shyvana|sion|sona|sylas|tahmkench|taliyah|talon|tristana|tryndamere|udyr|varus|vayne|vex|vi|viktor|xayah|xerath|yasuo|yone|yuumi|zac|zed|ziggs
batch_097.jsonl.gz,12_22,1976.7,24,0,66356,62834,605834,4274,105,aatrox|akali|akshan|alistar|amumu|aphelios|ashe|bard|belveth|brand|caitlyn|camille|corki|darius|diana|draven|drmundo|ekko|elise|ezreal|fiora|fizz|galio|gangplank|gragas|graves|gwen|hecarim|irelia|janna|jax|jayce|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|kayn|kennen|khazix|kindred|kled|leblanc|leesin|leona|lillia|lissandra|lucian|lulu|lux|maokai|masteryi|monkeyking|mordekaiser|nami|nautilus|neeko|nidalee|nocturne|nunu|ornn|pantheon|poppy|pyke|rakan|renata|renekton|rengar|rumble|samira|sejuani|senna|seraphine|sett|shyvana|sivir|sona|soraka|sylas|syndra|taliyah|talon|taric|teemo|thresh|tristana|tryndamere|twitch|udyr|vayne|vex|vi|viego|viktor|xerath|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zyra
batch_098.jsonl.gz,12_22,1958.6,24,0,67386,59172,595611,3914,103,aatrox|akali|akshan|aphelios|ashe|belveth|blitzcrank|caitlyn|camille|darius|diana|draven|drmundo|ekko|ezreal|fiora|gangplank|garen|gragas|graves|gwen|heimerdinger|illaoi|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|kaisa|kalista|karma|karthus|kayn|kennen|khazix|kindred|kled|kogmaw|ksante|lillia|lucian|lulu|lux|malphite|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|olaf|ornn|pantheon|pyke|qiyana|rell|renata|renekton|rengar|riven|ryze|samira|senna|seraphine|shen|sivir|sona|soraka|sylas|syndra|tahmkench|taliyah|talon|taric|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|velkoz|vex|vi|viktor|vladimir|volibear|xayah|xerath|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zyra
batch_100.jsonl.gz,12_22,1933.2,26,0,63657,61350,576735,4040,101,aatrox|ahri|akali|alistar|aphelios|ashe|azir|bard|blitzcrank|caitlyn|camille|corki|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jhin|kaisa|karma|kassadin|katarina|kayn|kennen|kindred|kled|ksante|leesin|lillia|lucian|lulu|lux|malphite|malzahar|maokai|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|neeko|nilah|nunu|olaf|ornn|pyke|qiyana|rell|renekton|rengar|riven|ryze|sejuani|seraphine|sivir|skarner|sona|soraka|swain|sylas|syndra|talon|thresh|tristana|tryndamere|twitch|udyr|urgot|varus|vayne|velkoz|vex|vi|viego|viktor|vladimir|xerath|yone|yuumi|zed|zilean
batch_105.jsonl.gz,12_22,1119.7,14,0,36888,36061,329229,2315,77,aatrox|ahri|akali|akshan|amumu|aphelios|ashe|bard|blitzcrank|caitlyn|camille|darius|diana|draven|ekko|elise|evelynn|ezreal|fiora|fizz|galio|gangplank|garen|graves|heimerdinger|irelia|ivern|janna|jax|jhin|jinx|kaisa|karma|katarina|kayn|kennen|ksante|leblanc|leesin|lucian|lulu|lux|malzahar|masteryi|monkeyking|nami|nautilus|olaf|qiyana|quinn|renata|riven|ryze|senna|shyvana|sivir|sylas|syndra|taliyah|talon|teemo|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vex|viktor|volibear|xerath|zac|zed|ziggs|zoe|zyra
batch_101.jsonl.gz,12_22,1992.7,24,0,65450,61635,607800,4133,101,aatrox|akali|akshan|aphelios|ashe|aurelionsol|azir|blitzcrank|braum|caitlyn|camille|cassiopeia|chogath|diana|draven|drmundo|ekko|ezreal|fiddlesticks|fiora|fizz|garen|gnar|gragas|graves|heimerdinger|illaoi|irelia|ivern|janna|jax|jayce|jhin|kaisa|karma|karthus|kassadin|kayn|kennen|khazix|kled|ksante|leesin|leona|lillia|lucian|lux|malphite|maokai|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|olaf|pyke|qiyana|quinn|rakan|rell|renata|renekton|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shen|shyvana|singed|sivir|sona|soraka|sylas|syndra|taliyah|talon|taric|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|vex|vi|viego|viktor|yone|yorick|zed|zilean|zoe|zyra
batch_103.jsonl.gz,12_22,1955.8,26,0,67554,60958,598667,4086,96,aatrox|akali|akshan|anivia|aphelios|ashe|aurelionsol|bard|blitzcrank|caitlyn|camille|darius|diana|draven|drmundo|ekko|evelynn|ezreal|fiora|garen|gnar|gragas|graves|gwen|hecarim|heimerdinger|illaoi|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayn|khazix|kindred|ksante|leesin|lillia|lissandra|lucian|lulu|lux|maokai|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|neeko|nunu|pyke|rakan|rammus|rell|riven|rumble|ryze|samira|senna|seraphine|sett|shen|sion|sivir|sona|sylas|syndra|tahmkench|taliyah|tristana|trundle|tryndamere|twitch|udyr|varus|vayne|velkoz|vex|viego|viktor|xayah|yone|yuumi|zac|zed|zilean|zyra
batch_104.jsonl.gz,12_22,1943.3,24,0,62566,61440,588532,4108,104,aatrox|akali|akshan|alistar|amumu|annie|aphelios|ashe|azir|bard|blitzcrank|caitlyn|camille|diana|draven|drmundo|ekko|ezreal|fiddlesticks|fiora|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jarvaniv|jax|jayce|jhin|jinx|kaisa|kalista|karma|karthus|katarina|kennen|khazix|kindred|ksante|lillia|lucian|lulu|lux|malphite|masteryi|monkeyking|morgana|nami|nautilus|nidalee|nilah|nocturne|nunu|olaf|ornn|pantheon|poppy|pyke|qiyana|rakan|reksai|rell|renata|renekton|rengar|riven|ryze|sejuani|senna|seraphine|sett|shen|shyvana|singed|sion|sivir|sona|soraka|swain|sylas|syndra|teemo|thresh|tristana|trundle|tryndamere|twistedfate|twitch|udyr|urgot|vayne|veigar|viktor|vladimir|volibear|xayah|xerath|yasuo|yone|zac|zed
batch_108.jsonl.gz,12_22,1311.6,16,0,46467,41835,408961,2741,82,aatrox|akali|amumu|anivia|aphelios|bard|caitlyn|camille|corki|drmundo|ekko|ezreal|fiddlesticks|fiora|fizz|gangplank|gragas|graves|gwen|heimerdinger|irelia|janna|jax|jayce|jinx|kaisa|kalista|karma|kayn|khazix|kindred|kled|ksante|leesin|lucian|lulu|lux|malzahar|monkeyking|mordekaiser|morgana|nami|nautilus|orianna|poppy|pyke|rakan|rammus|rell|renata|renekton|riven|rumble|ryze|samira|sett|shaco|shen|sion|swain|sylas|syndra|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|vayne|vex|vi|viego|viktor|vladimir|yasuo|yone|yuumi|zac|zed|ziggs|zyra
batch_106.jsonl.gz,12_22,1949.2,25,0,67179,60840,591966,4212,106,aatrox|akali|alistar|aphelios|aurelionsol|bard|belveth|blitzcrank|braum|caitlyn|camille|cassiopeia|darius|diana|draven|drmundo|ekko|evelynn|ezreal|fiora|fizz|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kayn|khazix|kindred|ksante|leesin|leona|lillia|lucian|lulu|lux|malphite|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nunu|ornn|pantheon|pyke|qiyana|quinn|rakan|rell|renata|renekton|rengar|riven|rumble|samira|sejuani|seraphine|sett|singed|sion|sivir|sona|soraka|swain|sylas|syndra|tahmkench|talon|teemo|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|vex|vi|viktor|xerath|xinzhao|yone|yuumi|zac|zed|ziggs
batch_107.jsonl.gz,12_22,1937.5,23,0,64523,60559,591243,4061,106,aatrox|ahri|akali|akshan|alistar|aphelios|ashe|bard|belveth|blitzcrank|brand|braum|caitlyn|camille|corki|darius|diana|draven|ekko|elise|evelynn|ezreal|fiora|galio|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jhin|kaisa|kalista|karma|katarina|kayn|khazix|kindred|ksante|leesin|leona|lillia|lucian|lulu|lux|malphite|maokai|mordekaiser|nami|nautilus|neeko|nidalee|nocturne|ornn|pantheon|pyke|qiyana|rakan|rell|renata|renekton|riven|rumble|ryze|samira|sejuani|seraphine|sett|shaco|shen|sivir|sona|soraka|swain|sylas|syndra|tahmkench|talon|taric|teemo|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|vayne|veigar|vex|viego|viktor|xayah|yasuo|yone|yuumi|zac|zed|zilean|zyra
batch_111.jsonl.gz,12_22,1423.8,17,0,47777,43279,427638,2921,86,aatrox|akali|alistar|aphelios|bard|blitzcrank|caitlyn|camille|cassiopeia|darius|diana|draven|ekko|evelynn|ezreal|fiora|gangplank|gnar|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jhin|kaisa|kalista|karma|kayn|kennen|khazix|kled|ksante|lillia|lucian|lulu|lux|malphite|maokai|missfortune|monkeyking|nami|nilah|nocturne|orianna|ornn|pantheon|pyke|qiyana|quinn|rakan|rell|renata|rengar|riven|samira|senna|seraphine|sett|shaco|shyvana|swain|sylas|syndra|taliyah|taric|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vex|viktor|xerath|xinzhao|yasuo|yone|yorick|yuumi|zed|zilean|zoe
batch_109.jsonl.gz,12_22,1947.4,24,0,63522,60006,584261,4045,102,aatrox|ahri|akali|akshan|aphelios|ashe|azir|bard|blitzcrank|caitlyn|camille|darius|diana|draven|drmundo|ekko|ezreal|fiora|fizz|galio|gangplank|gnar|graves|gwen|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jhin|kaisa|kalista|karma|karthus|katarina|kayn|khazix|kled|kogmaw|ksante|leesin|lillia|lucian|lulu|lux|malphite|maokai|masteryi|monkeyking|mordekaiser|nami|nasus|nautilus|neeko|nidalee|nilah|nunu|orianna|pantheon|poppy|pyke|qiyana|quinn|rakan|reksai|rell|renata|renekton|rengar|riven|sejuani|senna|seraphine|shaco|soraka|swain|sylas|syndra|taric|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vayne|vi|viego|viktor|vladimir|xayah|xerath|xinzhao|yasuo|yone|zac|zed|zeri|ziggs
batch_110.jsonl.gz,12_22,1915.0,23,0,63319,59165,576065,4030,97,aatrox|akali|ashe|belveth|braum|caitlyn|camille|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|ivern|jarvaniv|jax|jayce|jhin|kaisa|kalista|karma|karthus|kassadin|kayn|khazix|ksante|leblanc|lillia|lissandra|lucian|lulu|maokai|masteryi|missfortune|monkeyking|nami|nasus|nautilus|neeko|nidalee|nocturne|olaf|orianna|ornn|pantheon|pyke|qiyana|quinn|rakan|rammus|rell|renata|renekton|rengar|riven|ryze|samira|seraphine|sett|shaco|soraka|swain|sylas|syndra|taliyah|taric|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|veigar|vex|viego|viktor|vladimir|yasuo|yone|yuumi|zac|zed|zilean|zoe
batch_114.jsonl.gz,12_22,1037.5,13,0,33823,32373,326449,2202,82,aatrox|ahri|akali|alistar|amumu|aphelios|ashe|bard|brand|caitlyn|camille|cassiopeia|darius|diana|draven|drmundo|ekko|ezreal|fiddlesticks|fiora|garen|graves|gwen|hecarim|irelia|janna|jax|kaisa|karma|kassadin|kayn|kindred|kled|kogmaw|ksante|leesin|lulu|lux|malzahar|masteryi|monkeyking|mordekaiser|nautilus|ornn|pantheon|pyke|qiyana|quinn|rakan|rell|renata|riven|ryze|sett|shaco|shen|singed|sivir|sona|soraka|sylas|syndra|taliyah|thresh|tristana|tryndamere|twitch|udyr|varus|vayne|veigar|velkoz|vi|viego|viktor|xayah|yone|zac|ziggs|zilean|zoe|zyra
batch_117.jsonl.gz,12_22,1009.7,14,0,34098,32901,319691,2118,82,aatrox|akali|akshan|alistar|anivia|aphelios|bard|belveth|caitlyn|camille|darius|diana|draven|ekko|evelynn|ezreal|fiddlesticks|fiora|gragas|gwen|hecarim|illaoi|irelia|janna|jax|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|kennen|kindred|ksante|leblanc|lillia|lucian|lulu|maokai|masteryi|missfortune|mordekaiser|nautilus|nidalee|nilah|olaf|orianna|ornn|pantheon|pyke|qiyana|quinn|rakan|rell|renekton|rengar|rumble|samira|sejuani|shyvana|sylas|syndra|tahmkench|teemo|thresh|tristana|tryndamere|udyr|varus|vi|viego|viktor|xayah|xerath|yasuo|yone|yuumi|zac|zed|ziggs
batch_112.jsonl.gz,12_22,1985.8,25,0,66890,62155,618520,4329,95,aatrox|akali|akshan|amumu|ashe|bard|blitzcrank|brand|caitlyn|camille|cassiopeia|chogath|darius|diana|draven|ekko|elise|ezreal|fiora|fizz|gangplank|graves|gwen|hecarim|heimerdinger|irelia|janna|jarvaniv|jayce|jinx|kaisa|karma|karthus|kassadin|kennen|khazix|kindred|kled|ksante|leblanc|leesin|leona|lucian|lulu|lux|malzahar|maokai|monkeyking|mordekaiser|nami|neeko|nidalee|nilah|olaf|ornn|pyke|qiyana|rakan|reksai|rell|renata|renekton|riven|rumble|ryze|sejuani|seraphine|sett|shaco|singed|soraka|sylas|syndra|taliyah|talon|taric|teemo|thresh|tristana|twistedfate|twitch|udyr|varus|vayne|vex|viego|viktor|vladimir|xayah|yasuo|yone|yuumi|zed|ziggs|zilean
batch_113.jsonl.gz,12_22,1927.4,26,0,63962,60740,597773,4027,112,aatrox|ahri|akali|akshan|alistar|amumu|anivia|aphelios|ashe|bard|belveth|blitzcrank|brand|caitlyn|camille|cassiopeia|darius|diana|ekko|elise|evelynn|ezreal|fiora|gangplank|gragas|graves|hecarim|heimerdinger|illaoi|irelia|janna|jax|jayce|jhin|jinx|kaisa|karma|karthus|katarina|kayn|khazix|kindred|ksante|leesin|leona|lillia|lissandra|lucian|lulu|lux|masteryi|monkeyking|mordekaiser|morgana|nami|nasus|nautilus|nidalee|nilah|nocturne|nunu|olaf|ornn|pantheon|pyke|qiyana|quinn|rakan|rammus|rell|renata|renekton|rengar|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shaco|shen|singed|skarner|sona|soraka|sylas|syndra|tahmkench|taliyah|thresh|tristana|trundle|tryndamere|twitch|udyr|urgot|varus|vayne|vex|vi|viego|viktor|xayah|yasuo|yone|yuumi|zac|zed|zoe|zyra
batch_115.jsonl.gz,12_22,1966.4,25,0,66297,60327,612207,4344,105,aatrox|akali|amumu|anivia|aphelios|ashe|azir|bard|belveth|caitlyn|camille|chogath|corki|darius|diana|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|gangplank|garen|gnar|graves|gwen|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayle|kogmaw|ksante|leesin|leona|lillia|lucian|lulu|lux|malzahar|maokai|masteryi|monkeyking|mordekaiser|nami|nautilus|nilah|nocturne|olaf|pantheon|pyke|rakan|rammus|rell|renekton|riven|rumble|ryze|samira|sejuani|senna|seraphine|sett|shaco|shen|singed|skarner|soraka|swain|sylas|syndra|tahmkench|taliyah|thresh|tristana|trundle|twitch|udyr|varus|vayne|veigar|velkoz|vi|viego|viktor|warwick|xinzhao|yasuo|yone|yuumi|zac|zed|ziggs|zoe|zyra
batch_120.jsonl.gz,12_22,1151.6,14,0,38671,36271,346954,2456,87,aatrox|akali|aphelios|azir|bard|blitzcrank|braum|caitlyn|camille|darius|diana|draven|drmundo|ekko|ezreal|fiora|fizz|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|illaoi|irelia|ivern|jax|kaisa|karma|kassadin|kayn|khazix|kindred|kogmaw|leblanc|leesin|leona|lucian|lulu|lux|malphite|malzahar|masteryi|monkeyking|mordekaiser|nautilus|nilah|nocturne|ornn|pyke|qiyana|renekton|rengar|riven|rumble|samira|senna|shen|singed|sivir|soraka|swain|sylas|syndra|taliyah|talon|taric|tryndamere|twitch|udyr|varus|vayne|veigar|velkoz|vex|viego|viktor|vladimir|warwick|xinzhao|yasuo|yone|zac|zed|zilean|zyra
batch_116.jsonl.gz,12_22,1989.3,25,0,67486,60567,607911,4064,102,aatrox|ahri|akali|akshan|aphelios|ashe|azir|bard|belveth|caitlyn|camille|cassiopeia|darius|diana|drmundo|ekko|elise|ezreal|fiddlesticks|fiora|fizz|galio|gangplank|gragas|graves|gwen|hecarim|heimerdinger|irelia|jarvaniv|jax|jayce|jhin|jinx|kaisa|karma|karthus|kassadin|kayn|khazix|kindred|ksante|leesin|lillia|lissandra|lucian|lulu|lux|masteryi|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|olaf|pantheon|pyke|quinn|rell|renata|rengar|riven|rumble|ryze|samira|seraphine|sett|shaco|shyvana|singed|sion|sivir|skarner|sona|soraka|sylas|syndra|talon|thresh|tristana|trundle|twitch|udyr|urgot|varus|velkoz|vex|vi|viego|viktor|vladimir|volibear|xerath|yasuo|yone|yuumi|zac|zeri|ziggs|zilean|zoe
batch_123.jsonl.gz,12_22,1035.7,12,0,35039,32415,327208,2207,71,aatrox|ahri|akshan|aphelios|ashe|bard|belveth|caitlyn|cassiopeia|corki|darius|draven|ekko|elise|ezreal|fiora|fizz|galio|gangplank|garen|hecarim|irelia|janna|jarvaniv|jax|jhin|jinx|kaisa|kalista|karma|karthus|kassadin|katarina|khazix|ksante|lucian|lulu|monkeyking|mordekaiser|nami|nautilus|nocturne|nunu|pantheon|quinn|rakan|renata|renekton|riven|rumble|sejuani|shaco|shen|singed|sivir|sona|soraka|swain|sylas|syndra|thresh|tristana|twitch|udyr|varus|vayne|vex|xinzhao|yone|zac|zed
batch_118.jsonl.gz,12_22,1989.4,26,0,67195,61540,615203,4194,105,aatrox|ahri|akali|akshan|alistar|anivia|annie|aphelios|ashe|azir|bard|caitlyn|camille|cassiopeia|darius|diana|draven|ekko|evelynn|ezreal|fiddlesticks|fiora|galio|gangplank|gnar|gragas|graves|gwen|hecarim|heimerdinger|irelia|janna|jax|jayce|jhin|jinx|kaisa|kalista|karma|katarina|kayn|kennen|khazix|kindred|kled|ksante|leblanc|lillia|lucian|lux|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nocturne|ornn|pantheon|pyke|quinn|rakan|rammus|renata|rengar|riven|ryze|sejuani|senna|seraphine|shen|singed|sion|sona|swain|sylas|syndra|tahmkench|talon|teemo|thresh|tristana|tryndamere|twistedfate|twitch|udyr|varus|vayne|vex|viego|viktor|vladimir|volibear|xayah|yasuo|yone|yuumi|zac|zed|ziggs|zilean|zyra
batch_119.jsonl.gz,12_22,1979.7,24,0,70340,61555,603573,4200,108,aatrox|ahri|akali|akshan|alistar|amumu|anivia|aphelios|ashe|bard|belveth|blitzcrank|caitlyn|camille|darius|diana|draven|drmundo|ekko|elise|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|irelia|ivern|janna|jax|jayce|jinx|kaisa|kalista|karma|kayn|khazix|kindred|kled|ksante|leblanc|leesin|lillia|lucian|lulu|lux|maokai|monkeyking|mordekaiser|nami|nautilus|nidalee|nilah|nunu|olaf|ornn|pantheon|pyke|qiyana|rell|renata|renekton|rengar|riven|rumble|ryze|sejuani|senna|sett|shaco|shen|shyvana|singed|sivir|skarner|sona|soraka|swain|sylas|syndra|talon|taric|teemo|thresh|tryndamere|twistedfate|twitch|varus|vayne|viego|viktor|xayah|xerath|yasuo|yone|yuumi|zac|zed|zeri|ziggs|zilean|zyra
batch_122.jsonl.gz,12_22,1922.6,24,0,68069,58173,581663,4212,99,aatrox|akali|amumu|ashe|aurelionsol|bard|belveth|blitzcrank|brand|caitlyn|camille|cassiopeia|chogath|corki|darius|draven|ekko|elise|evelynn|ezreal|fiora|fizz|galio|garen|gnar|graves|gwen|heimerdinger|irelia|janna|jax|jhin|jinx|kaisa|karma|karthus|kassadin|katarina|kayn|kennen|khazix|kindred|kogmaw|ksante|leblanc|leesin|leona|lissandra|lucian|lulu|lux|maokai|masteryi|missfortune|monkeyking|mordekaiser|nami|nautilus|nidalee|olaf|pantheon|poppy|pyke|quinn|rammus|renata|renekton|riven|samira|seraphine|sett|shen|shyvana|singed|sivir|sona|sylas|syndra|talon|taric|teemo|thresh|tristana|twitch|udyr|varus|vex|viego|viktor|vladimir|xayah|yasuo|yone|yuumi|zac|zed|ziggs|zoe|zyra
batch_121.jsonl.gz,12_22,1977.6,28,0,67400,64583,604547,4512,110,aatrox|ahri|akali|akshan|alistar|amumu|anivia|aphelios|ashe|bard|blitzcrank|brand|caitlyn|camille|chogath|darius|diana|draven|ekko|evelynn|ezreal|fiddlesticks|fiora|galio|gangplank|garen|gragas|graves|gwen|hecarim|heimerdinger|irelia|janna|jarvaniv|jax|jhin|jinx|kaisa|kalista|karma|kassadin|kennen|khazix|kindred|kled|ksante|leesin|leona|lillia|lissandra|lucian|lulu|lux|malzahar|maokai|masteryi|missfortune|monkeyking|mordekaiser|morgana|nami|nautilus|nidalee|nilah|nocturne|olaf|orianna|ornn|pantheon|poppy|pyke|qiyana|rakan|renata|rengar|riven|rumble|ryze|samira|sejuani|seraphine|shaco|shen|singed|swain|sylas|syndra|talon|taric|teemo|thresh|tristana|trundle|tryndamere|twitch|udyr|varus|vayne|veigar|vi|viego|viktor|vladimir|xayah|xerath|yone|yuumi|zed|ziggs|zoe
batch_129.jsonl.gz,12_22,983.7,14,0,31893,32677,306305,2082,81,ahri|alistar|amumu|aphelios|ashe|azir|bard|belveth|blitzcrank|caitlyn|camille|diana|draven|ekko|ezreal|fiora|fizz|galio|gangplank|gragas|graves|gwen|hecarim|heimerdinger|ivern|janna|jax|jayce|jhin|jinx|kaisa|karma|katarina|kayn|kindred|kled|ksante|leona|lillia|lissandra|lucian|lulu|malzahar|monkeyking|mordekaiser|nami|nasus|ornn|poppy|pyke|qiyana|quinn|rakan|renata|renekton|rengar|riven|sejuani|sett|singed|sivir|sylas|syndra|taliyah|taric|thresh|tryndamere|twitch|udyr|varus|vayne|vi|volibear|xerath|yasuo|yone|yuumi|zac|zed|ziggs|zyra
batch_125.jsonl.gz,12_22,1959.5,24,0,67476,60049,589522,3935,105,aatrox|akali|akshan|alistar|amumu|aphelios|ashe|aurelionsol|azir|bard|blitzcrank|brand|caitlyn|camille|cassiopeia|corki|darius|diana|ekko|elise|evelynn|ezreal|fiora|fizz|galio|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|illaoi|irelia|janna|jayce|jhin|jinx|kaisa|kalista|karma|karthus|katarina|kayn|kennen|khazix|kindred|kogmaw|ksante|leblanc|lillia|lissandra|lucian|lulu|lux|malzahar|masteryi|missfortune|monkeyking|nami|nasus|nilah|nocturne|nunu|olaf|pantheon|poppy|quinn|rakan|rammus|rell|renata|rengar|riven|ryze|samira|sejuani|senna|seraphine|shaco|shen|singed|sivir|sylas|syndra|tahmkench|taliyah|talon|thresh|tristana|tryndamere|twitch|udyr|varus|vi|viego|viktor|vladimir|yasuo|yone|yuumi|zed|ziggs|zoe|zyra
batch_126.jsonl.gz,12_22,1318.0,15,0,44261,39852,388717,2663,91,aatrox|ahri|akali|akshan|alistar|amumu|ashe|bard|belveth|blitzcrank|brand|caitlyn|camille|cassiopeia|draven|drmundo|ekko|evelynn|ezreal|fiddlesticks|fiora|fizz|gangplank|garen|gnar|gragas|graves|hecarim|heimerdinger|illaoi|irelia|janna|jax|jayce|jhin|jinx|kaisa|kalista|karma|kassadin|kayn|kennen|khazix|kindred|leblanc|leesin|lucian|lulu|lux|monkeyking|nami|nidalee|nilah|pantheon|pyke|quinn|rakan|rammus|reksai|renata|rengar|riven|rumble|samira|seraphine|shen|singed|sona|sylas|syndra|taliyah|thresh|trundle|tryndamere|twitch|udyr|varus|velkoz|vex|vi|viego|viktor|vladimir|volibear|xayah|xerath|yasuo|zac|zed|zoe|zyra
